Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Jan 11, 2021","Jan 11, 2021",MLK/FBI,IFC Films,Documentary,Based on Real Life Events,Live Action,Dramatization,$0,120,120,"$21,603","$45,200","$45,200","$46,611","$91,811"
2,"Feb 5, 2021","Feb 5, 2021",Little Fish,IFC Films,Drama,Based on Fiction Book/Short Story,Live Action,Science Fiction,$0,84,84,"$21,555","$39,053","$39,053",$0,"$39,053"
3,"Oct 1, 2021","Oct 1, 2021",Old Henry,Shout! Factory,Western,Original Screenplay,Live Action,Historical Fiction,$0,30,30,"$21,161","$42,068","$42,068",$0,"$42,068"
4,"Sep 3, 2021","Sep 3, 2021",Tango Shalom,Vision Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,4,29,"$20,581","$102,651","$102,651",$0,"$102,651"
5,"May 7, 2021","May 7, 2021",Mainstream,IFC Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,76,76,"$19,745","$35,481","$35,481","$4,728","$40,209"
6,"Sep 16, 2021","Sep 16, 2021",The Nowhere Inn,IFC Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,46,48,"$19,054","$54,094","$54,094","$5,738","$59,832"
7,"Apr 16, 2021","Apr 16, 2021",Monday,IFC Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,54,54,"$18,767","$30,932","$30,932",$0,"$30,932"
8,"Jul 9, 2021","Jul 9, 2021",Summertime,Good Deed Entertainment,Drama,Based on Real Life Events,Live Action,Dramatization,$0,2,64,"$18,653","$72,012","$72,012",$0,"$72,012"
9,"Nov 12, 2021","Oct 21, 2021",Julia,Sony Pictures Classics,Documentary,Based on Factual Book/Article,Live Action,Factual,$0,5,288,"$18,010","$399,811","$399,811","$95,185","$494,996"
10,"Nov 5, 2021","Oct 15, 2021",The Beta Test,IFC Films,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,25,25,"$17,841","$30,520","$30,520","$7,019","$37,539"
11,"Jun 25, 2021","Jun 25, 2021",I Carry You With Me,Sony Pictures Classics,Drama,Based on Real Life Events,Live Action,Dramatization,$0,4,111,"$17,127","$166,403","$166,403","$26,372","$192,775"
12,"Feb 5, 2021","Feb 5, 2021",Dara iz Jasenovca,101 Studios,Drama,Original Screenplay,Live Action,Historical Fiction,$0,12,23,"$16,710","$52,786","$52,786",$0,"$52,786"
13,"Aug 6, 2021","Aug 6, 2021",John and the Hole,IFC Films,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,42,42,"$16,658","$25,386","$25,386",$0,"$25,386"
14,"Mar 26, 2021","Mar 26, 2021",Senior Moment,Screen Media Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,57,57,"$16,543","$41,598","$41,598",$0,"$41,598"
15,"May 7, 2021","May 7, 2021",Equal Standard,Mutiny Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,25,25,"$15,938","$15,938","$15,938",$0,"$15,938"
16,"May 7, 2021","May 7, 2021",The Human Factor,Sony Pictures Classics,Documentary,Based on Real Life Events,Live Action,Factual,$0,173,173,"$15,549","$36,693","$36,693","$6,122","$42,815"
17,"May 14, 2021","Feb 19, 2021",RetfÃ¦rdighedens Ryttere,Magnet Releasing,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$6,400,000",17,18,"$15,441","$77,115","$77,115","$1,203,476","$1,280,591"
18,"Jul 23, 2021","Jul 23, 2021",Ailey,Neon,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,88,"$15,091","$204,512","$204,512","$9,813","$214,325"
19,"Jun 4, 2021","Jun 4, 2021",Gully,Vertical Entertainment,Drama,Original Screenplay,Live Action,Science Fiction,$0,100,100,"$14,425","$22,517","$22,517",$0,"$22,517"
20,"Oct 1, 2021","Oct 1, 2021",Falling for Figaro,IFC Films,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,44,44,"$14,335","$35,910","$35,910","$955,671","$991,581"
21,"Apr 9, 2021","Jul 17, 2020",Moffie,IFC Films,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0,51,51,"$14,007","$24,520","$24,520","$4,181","$28,701"
22,"May 28, 2021","May 28, 2021",American Traitor: The Trial of Axis S…,Vertical Entertainment,Drama,Based on Real Life Events,Live Action,Dramatization,$0,1,1,"$14,000","$14,000","$14,000",$0,"$14,000"
23,"Dec 10, 2021","Aug 25, 2021",France,Kino Lorber,Comedy,Original Screenplay,Hand Animation,Contemporary Fiction,$0,2,12,"$13,936","$49,351","$49,351","$1,284,769","$1,334,120"
24,"Sep 10, 2021","Sep 10, 2021",Dating & New York,IFC Films,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,38,38,"$13,854","$21,515","$21,515",$0,"$21,515"
25,"Feb 19, 2021","Feb 19, 2021",The Violent Heart,Gravitas Ventures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,93,93,"$13,806","$23,614","$23,614",$0,"$23,614"
26,"Nov 24, 2021","Aug 18, 2021",Doraibu mai kÃ¢,Janus Films,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,2,213,"$13,775","$2,352,240","$2,352,240","$4,043,711","$6,395,951"
27,"Nov 5, 2021","Nov 5, 2021",Hive,Zeitgeist,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,1,"$13,755","$13,755","$13,755","$68,776","$82,531"
