Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Sep 14, 2001","Sep 14, 2001",The Glass House,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$22,000,000","1,591","1,601","$5,738,448","$17,951,431","$29,083,847","$4,910,354","$22,861,785"
2,"Aug 31, 2001","Aug 31, 2001",O (Othello),Lionsgate,Drama,Based on Play,Live Action,Contemporary Fiction,"$5,000,000","1,434","1,464","$5,655,658","$16,017,403","$25,950,449",$0,"$16,017,403"
3,"Jan 12, 2001","Jan 12, 2001",Antitrust,MGM,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000","2,433","2,433","$5,486,209","$10,965,209","$17,765,188","$6,900,000","$17,865,209"
4,"Oct 5, 2001","Oct 5, 2001",Max Keeble's Big Move,Walt Disney,Adventure,Original Screenplay,Live Action,Kids Fiction,"$12,000,000","2,014","2,045","$5,377,958","$17,292,381","$28,010,086",$0,"$17,292,381"
5,"Aug 10, 2001","Aug 10, 2001",Osmosis Jones,Warner Bros.,Adventure,Original Screenplay,Animation/Live Action,Kids Fiction,"$70,000,000","2,305","2,305","$5,271,248","$13,596,911","$22,028,917",$0,"$13,596,911"
6,"Dec 21, 2001","Dec 21, 2001",The Majestic,Warner Bros.,Drama,Original Screenplay,Live Action,Historical Fiction,"$72,000,000","2,361","2,361","$4,904,339","$27,796,042","$44,852,084","$9,510,292","$37,306,334"
7,"Aug 17, 2001","Aug 17, 2001",American Outlaws,Warner Bros.,Western,Original Screenplay,Live Action,Historical Fiction,"$35,000,000","2,348","2,348","$4,855,475","$13,264,986","$21,491,151","$336,123","$13,601,109"
8,"Feb 2, 2001","Feb 2, 2001",Head Over Heels,Universal,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$14,000,000","2,338","2,385","$4,804,595","$10,397,365","$16,845,198",$0,"$10,397,365"
9,"Jun 29, 2001","Jun 29, 2001",crazy/beautiful,Walt Disney,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$13,000,000","1,601","1,603","$4,715,060","$16,929,123","$27,427,571","$3,000,000","$19,929,123"
10,"Apr 11, 2001","Apr 11, 2001",Josie and the Pussycats,Universal,Comedy,Based on TV,Live Action,Contemporary Fiction,"$22,000,000","2,556","2,569","$4,562,455","$14,252,830","$23,091,591","$54,393","$14,307,223"
11,"Nov 21, 2001","Nov 21, 2001",Out Cold,Walt Disney,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$11,000,000","2,011","2,011","$4,531,665","$13,906,394","$22,517,834","$880,000","$14,786,394"
12,"Mar 9, 2001","Mar 9, 2001",Get Over It,Miramax,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000","1,742","1,747","$4,134,977","$11,560,259","$18,729,248","$8,300,000","$19,860,259"
13,"Aug 24, 2001","Aug 24, 2001",John Carpenterâ€™s Ghosts of Mars,Screen Media Films,Action,Original Screenplay,Live Action,Science Fiction,"$28,000,000","2,048","2,048","$3,804,452","$8,434,601","$13,665,244",$0,"$8,434,601"
14,"Dec 21, 2001","Dec 21, 2001",Joe Somebody,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$38,000,000","2,506","2,517","$3,553,725","$22,770,864","$36,766,134","$1,745,126","$24,515,990"
15,"Apr 27, 2001","Apr 27, 2001",Town & Country,New Line,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$105,000,000","2,222","2,222","$3,029,858","$6,712,451","$10,875,116","$3,652,318","$10,364,769"
16,"Apr 27, 2001","Apr 27, 2001",The Forsaken,Sony Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000","1,514","1,514","$3,020,159","$6,755,271","$10,944,487",$0,"$6,755,271"
17,"Nov 14, 2001","Nov 14, 2001",The Wash,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$4,000,000",749,749,"$2,875,067","$10,097,096","$16,356,171",$0,"$10,097,096"
18,"Mar 23, 2001","Mar 23, 2001",Say It Isn't So,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000","1,974","1,974","$2,861,903","$5,516,708","$8,937,843",$0,"$5,516,708"
19,"Oct 24, 2001","Oct 24, 2001",Bones,New Line,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000",847,847,"$2,823,548","$7,316,658","$11,854,013","$1,062,195","$8,378,853"
20,"Feb 23, 2001","Feb 23, 2001",Monkeybone,20th Century Fox,Comedy,Based on Comic/Graphic Novel,Live Action,Fantasy,"$75,000,000","1,722","1,748","$2,685,078","$5,409,517","$8,764,182",$0,"$5,409,517"
21,"Apr 27, 2001","Apr 27, 2001",One Night at McCool's,USA Films,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,"1,818","1,818","$2,520,041","$6,276,532","$10,168,861","$7,165,425","$13,441,957"
22,"Aug 24, 2001","Aug 24, 2001",The Curse of the Jade Scorpion,Dreamworks SKG,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$26,000,000",903,909,"$2,459,315","$7,496,522","$12,145,417","$11,000,000","$18,496,522"
23,"Sep 21, 2001","Sep 21, 2001",Glitter,20th Century Fox,Musical,Original Screenplay,Live Action,Contemporary Fiction,"$8,500,000","1,202","1,225","$2,414,596","$4,273,372","$6,923,460",$0,"$4,273,372"
24,"Oct 26, 2001","Oct 26, 2001",On the Line,Miramax,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000",900,901,"$2,307,063","$4,365,455","$7,072,647","$11,856,848","$16,222,303"
25,"Apr 6, 2001","Apr 6, 2001",Just Visiting,Walt Disney,Comedy,Remake,Live Action,Fantasy,"$40,000,000","1,590","1,590","$2,272,489","$4,777,007","$7,739,425","$11,395,193","$16,172,200"
26,"Feb 2, 2001","Feb 2, 2001",Left Behind,Cloud Ten Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,"$18,500,000",867,867,"$2,158,780","$4,224,065","$6,843,580",$0,"$4,224,065"
27,"Aug 24, 2001","Aug 24, 2001",Bubble Boy,Walt Disney,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$13,000,000","1,605","1,605","$2,038,349","$5,002,310","$8,104,446",$0,"$5,002,310"
28,"Mar 30, 2001","Mar 30, 2001",The Tailor of Panama,Sony Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$18,000,000",199,441,"$1,837,068","$13,491,653","$21,858,382","$14,000,000","$27,491,653"
29,"Sep 21, 2001","Sep 21, 2001",Megiddo: Omega Code 2,8X Entertainment,Action,Based on Religious Text,Live Action,Fantasy,"$22,000,000",314,353,"$1,573,454","$6,047,691","$9,798,108",$0,"$6,047,691"
30,"Jun 29, 2001","Jun 29, 2001",Pootie Tang,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$3,500,000",712,712,"$1,506,233","$3,293,258","$5,335,537",$0,"$3,293,258"
31,"Dec 25, 2001","Dec 25, 2001",The Shipping News,Miramax,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$35,000,000",186,434,"$1,205,174","$11,405,825","$18,181,350","$13,000,000","$24,405,825"
32,"Sep 7, 2001","Sep 7, 2001",Soul Survivors,Artisan,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$14,000,000",601,604,"$1,140,698","$3,100,650","$5,023,491","$1,187,596","$4,288,246"
33,"Mar 2, 2001","Mar 2, 2001",Carman: The Champion,8X Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,232,232,"$769,080","$1,743,863","$2,825,305",$0,"$1,743,863"
34,"Oct 31, 2001","Oct 31, 2001",The Man Who Wasn't There,USA Films,Drama,Original Screenplay,Live Action,Historical Fiction,$0,39,259,"$664,404","$7,494,849","$12,120,833","$14,000,000","$21,494,849"
35,"Aug 24, 2001","Aug 24, 2001",Tortilla Soup,IDP Distribution,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,202,220,"$653,729","$4,447,014","$7,204,786","$107,147","$4,554,161"
36,"Jul 27, 2001","Jul 27, 2001",Yaadein,Tips Exports,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,56,56,"$645,615","$645,615","$1,045,985","$415,930","$1,061,545"
37,"Oct 8, 2001","Oct 8, 2001",Mulholland Drive,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000",66,247,"$587,591","$7,219,578","$11,636,519","$13,560,990","$20,780,568"
38,"Nov 21, 2001","Nov 21, 2001",Sidewalks of New York,Paramount Vantage,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$1,000,000",99,224,"$545,132","$2,402,459","$3,889,850","$1,172,849","$3,575,308"
39,"Sep 28, 2001","Sep 28, 2001",Extreme Days,Providence Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,351,351,"$522,813","$1,047,553","$1,697,184",$0,"$1,047,553"
40,"Nov 16, 2001","Nov 16, 2001",Novocaine,Artisan,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$6,000,000",105,189,"$418,098","$2,025,238","$3,281,164","$497,690","$2,522,928"
41,"Aug 31, 2001","Aug 31, 2001",Lajja,,,,,,$0,38,38,"$376,000","$376,000","$609,172","$178,700","$554,700"
42,"Dec 21, 2001","Dec 21, 2001",A Beautiful Mind,Universal,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$78,000,000",524,"2,250","$367,151","$170,708,996","$271,012,491","$146,959,062","$317,668,058"
43,"Oct 26, 2001","Oct 26, 2001",Asoka,First Look,Drama,Original Screenplay,Live Action,,$0,66,66,"$337,464","$702,777","$1,138,593",$0,"$702,777"
44,"Jun 8, 2001","Jun 8, 2001",Atlantis: The Lost Empire,Walt Disney,Adventure,Based on Fiction Book/Short Story,Hand Animation,Kids Fiction,"$90,000,000",2,"3,071","$329,011","$84,052,762","$136,177,352","$101,996,258","$186,049,020"
45,"Nov 30, 2001","Nov 30, 2001",Texas Rangers,Miramax,Western,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$38,000,000",402,404,"$319,516","$623,374","$1,009,947",$0,"$623,374"
46,"Mar 16, 2001","Mar 16, 2001",American Desi,Eros Entertainment,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$250,000",38,38,"$305,054","$902,835","$1,462,716","$463,400","$1,366,235"
47,"Oct 26, 2001","Oct 26, 2001",Life as a House,New Line,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000",29,"1,288","$294,056","$15,652,637","$25,359,479","$8,236,521","$23,889,158"
48,"Jun 15, 2001","Jun 15, 2001",Lagaan,Set Pictures,Musical,Original Screenplay,Live Action,Historical Fiction,$0,34,34,"$285,368","$835,767","$1,354,061",$0,"$835,767"
49,"Dec 14, 2001","Dec 14, 2001",The Royal Tenenbaums,Walt Disney,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$28,000,000",5,999,"$276,981","$52,353,636","$83,496,160","$19,077,240","$71,430,876"
50,"Jan 26, 2001","Jan 26, 2001",Escanaba in Da Moonlight,Purple Rose Films,Comedy,Based on Play,Live Action,Contemporary Fiction,$0,29,49,"$251,363","$2,276,406","$3,688,091",$0,"$2,276,406"
51,"Dec 26, 2001","Dec 26, 2001",Gosford Park,USA Films,Comedy,Original Screenplay,Live Action,Historical Fiction,"$18,000,000",9,"2,317","$241,219","$41,300,105","$65,276,242","$16,971,781","$58,271,886"
52,"Mar 7, 2001","Mar 7, 2001",Blow Dry,Miramax,Comedy,Original Screenplay,Live Action,,$0,157,157,"$240,166","$637,769","$1,033,276",$0,"$637,769"
53,"Mar 16, 2001","Mar 16, 2001",Memento,Newmarket Films,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$5,000,000",11,531,"$235,488","$25,544,867","$41,386,292","$14,174,564","$39,719,431"
54,"Dec 28, 2001","Dec 28, 2001",Black Hawk Down,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Dramatization,"$95,000,000",4,"3,143","$179,823","$108,638,745","$171,489,344","$51,052,340","$159,691,085"
