Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Dec 1, 2000","Dec 1, 2000",Moon Shadow,,,,,,$0,1,1,"$3,527","$3,527","$5,997",$0,"$3,527"
2,"Nov 3, 2000","Nov 3, 2000",Possible Worlds,,,,,,$0,2,2,"$3,521","$44,309","$73,809",$0,"$44,309"
3,"Jan 21, 2000","Jan 21, 2000",Wirey Spindell,,,,,,$0,1,2,"$3,468","$9,838","$16,735",$0,"$9,838"
4,"Dec 15, 2000","Dec 15, 2000",Tuvalu,Indican Pictures,,,,,$0,1,8,"$3,336","$411,678","$654,408",$0,"$411,678"
5,"Nov 10, 2000","Nov 10, 2000",Rebels With a Cause,,,,,,$0,1,2,"$3,327","$9,753","$16,589",$0,"$9,753"
6,"Apr 21, 2000","Apr 21, 2000",Knockin' on Heaven's Door,,,,,,$0,2,2,"$3,296","$3,296","$5,603","$56,983","$60,279"
7,"Oct 20, 2000","Oct 20, 2000",The Wolves of Kromer,,Horror,Based on Play,Live Action,Fantasy,$0,1,1,"$3,292","$11,057","$18,808",$0,"$11,057"
8,"Dec 1, 2000","Dec 1, 2000",Yana's Friends,,,,,,$0,1,1,"$3,211","$6,954","$11,829",$0,"$6,954"
9,"Feb 25, 2000","Feb 25, 2000",Brown's Requiem,Avalanche Releasing,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,2,2,"$3,077","$3,077","$5,227",$0,"$3,077"
10,"Jan 7, 2000","Jan 7, 2000",Trans,Cowboy Pictures,,,,,$0,1,1,"$3,012","$9,623","$16,368",$0,"$9,623"
11,"Aug 11, 2000","Aug 11, 2000",Lea,,,,,,$0,1,1,"$2,987","$31,071","$52,856",$0,"$31,071"
12,"Nov 24, 2000","Nov 24, 2000",Passionnement,,,,,,$0,1,1,"$2,979","$7,558","$12,856",$0,"$7,558"
13,"Sep 8, 2000","Sep 8, 2000",Went to Coney Island on a Mission fro…,,,,,,$0,2,3,"$2,917","$14,090","$23,970",$0,"$14,090"
14,"May 5, 2000","May 5, 2000",The New Eve,,,,,,$0,1,1,"$2,786","$2,786","$4,732",$0,"$2,786"
15,"Mar 10, 2000","Mar 10, 2000",Condo Painting,,,,,,$0,1,1,"$2,655","$5,373","$9,133",$0,"$5,373"
16,"Aug 18, 2000","Aug 18, 2000",1999 Cannes Intl. Adv Festival,,,,,,$0,1,1,"$2,638","$6,234","$10,601",$0,"$6,234"
17,"Sep 29, 2000","Sep 29, 2000",Running on the Sun,,,,,,$0,1,1,"$2,464","$2,464","$4,191",$0,"$2,464"
