Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Feb 15, 2019","May 11, 2018","Plaire, aimer et courir vite",Strand,Drama,Original Screenplay,Live Action,Historical Fiction,$0,1,4,"$7,954","$30,584","$30,609","$1,601,326","$1,631,910"
2,"Oct 2, 2019","Jun 14, 2019",CÃ©lÃ©bration,KimStim,Documentary,Original Screenplay,Live Action,Factual,$0,1,1,"$7,904","$22,557","$22,577","$35,705","$58,262"
3,"Jan 11, 2019","Sep 28, 2018",Touch Me Not,Kino Lorber,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,1,"$7,903","$13,782","$13,792","$26,796","$40,578"
4,"Nov 8, 2019","Nov 8, 2019",The All Americans,Abramorama Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,3,5,"$7,805","$20,322","$20,339",$0,"$20,322"
5,"Apr 12, 2019","Nov 23, 2018",Les Filles du Soleil,Cohen Media Group,Drama,Original Screenplay,Live Action,Historical Fiction,$0,8,8,"$7,801","$7,801","$7,804","$167,366","$175,167"
6,"Oct 18, 2019","Feb 22, 2019",GrÃ¢ce Ã  dieu,Music Box Films,Drama,Based on Real Life Events,Live Action,Dramatization,$0,2,11,"$7,765","$67,059","$67,124","$7,676,566","$7,743,625"
7,"Jun 21, 2019","Jun 21, 2019",The Quiet One,IFC Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,6,13,"$7,695","$37,012","$37,047",$0,"$37,012"
8,"Apr 10, 2019","Aug 31, 2018",Sauvage,Strand,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,7,"$7,440","$60,568","$60,632","$615,965","$676,533"
9,"Sep 11, 2019","Sep 11, 2019",Chained for Life,Kino Lorber,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,3,"$7,415","$17,370","$17,386",$0,"$17,370"
10,"Feb 15, 2019","Feb 15, 2019","Ruben Brandt, a gyujto",Sony Pictures Classics,Drama,Original Screenplay,Digital Animation,Contemporary Fiction,$0,2,43,"$7,403","$117,963","$118,091","$63,813","$181,776"
11,"Jul 19, 2019","Dec 26, 2018",L'homme fidÃ¨le,Kino Lorber,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,1,6,"$7,321","$77,776","$77,853","$1,861,359","$1,939,135"
12,"Nov 1, 2019","Nov 1, 2019",American Dharma,Utopia,Documentary,Based on Factual Book/Article,Live Action,Factual,$0,1,11,"$7,287","$51,891","$51,930",$0,"$51,891"
13,"Jun 7, 2019","Jun 7, 2019",Papi Chulo,Blue Fox Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,2,16,"$7,257","$84,703","$84,795","$14,833","$99,536"
14,"Aug 2, 2019","Aug 2, 2019","Love, Antosha",Lurker Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,10,"$7,150","$50,168","$50,215","$12,732","$62,900"
15,"Mar 8, 2019","Jun 8, 2018",Se Rokh,Kino Lorber,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,7,"$7,065","$71,613","$71,691","$2,435,433","$2,507,046"
16,"Jun 7, 2019","Jun 7, 2019",Framing John DeLorean,Sundance Selects,Documentary,Based on Real Life Events,Live Action,Dramatization,$0,1,28,"$6,991","$145,626","$145,785",$0,"$145,626"
17,"Nov 29, 2019","May 3, 2019",Temblores,Film Movement,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,1,6,"$6,904","$23,911","$23,925","$99,782","$123,693"
18,"May 24, 2019","Nov 30, 2018",Diamantino,Kino Lorber,,Original Screenplay,Live Action,Fantasy,$0,1,5,"$6,412","$70,088","$70,160","$164,872","$234,960"
19,"Sep 13, 2019","Jun 22, 2018",Kamera o tomeru na!,Shudder,Horror,Original Screenplay,Live Action,Historical Fiction,$0,2,7,"$6,360","$52,406","$52,462","$26,649,625","$26,702,031"
20,"Jan 16, 2019","Jan 16, 2019",What is Democracy,Zeitgeist,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,6,"$6,284","$44,502","$44,548",$0,"$44,502"
21,"Apr 24, 2019","Apr 24, 2019",Carmine Street Guitars,Abramorama Films,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,5,"$6,090","$44,253","$44,300",$0,"$44,253"
22,"Apr 19, 2019","Oct 26, 2018",Hagazussa,Doppelganger Releasing,Horror,Original Screenplay,Live Action,Historical Fiction,$0,11,11,"$6,041","$13,253","$13,260","$22,640","$35,893"
23,"Feb 22, 2019","Feb 22, 2019",Wrestle,Oscilloscope Pictures,Documentary,Based on Real Life Events,Live Action,Factual,$0,1,6,"$6,027","$26,597","$26,621",$0,"$26,597"
