Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Dec 30, 2019","Aug 30, 2019",The Informer,Aviron Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$60,000,000",283,283,"$133,475","$300,460","$300,460","$2,065,613","$2,366,073"
2,"Aug 2, 2019","Aug 2, 2019",Luce,Neon,Thriller/Suspense,Based on Play,Live Action,Contemporary Fiction,$0,5,235,"$132,987","$2,010,613","$2,012,806","$257,762","$2,268,375"
3,"May 24, 2019","May 24, 2019",Echo in the Canyon,Greenwich,Documentary,Based on Real Life Events,Live Action,Factual,$0,2,147,"$117,651","$3,355,266","$3,358,925",$0,"$3,355,266"
4,"Jul 12, 2019","Jul 12, 2019",The Art of Self-Defense,Bleecker Street,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,7,550,"$114,374","$2,410,914","$2,413,544","$3,604","$2,414,518"
5,"Sep 6, 2019","Sep 6, 2019",Linda Ronstadt: The Sound of My Voice,Greenwich,Documentary,Based on Real Life Events,Live Action,Factual,$0,7,247,"$113,235","$4,252,657","$4,257,283",$0,"$4,252,657"
6,"Nov 15, 2019","Nov 15, 2019",The Warrior Queen of Jhansi,Roadside Attractions,Drama,Based on Real Life Events,Live Action,Dramatization,$0,277,277,"$112,356","$177,437","$177,623","$10,478","$187,915"
7,"Jun 14, 2019","Jun 14, 2019",American Woman,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,117,117,"$110,552","$236,637","$236,889","$8,799","$245,436"
8,"May 10, 2019","May 10, 2019",The Biggest Little Farm,Neon,Documentary,Based on Real Life Events,Live Action,Factual,$0,5,285,"$110,492","$4,367,816","$4,372,577","$2,158,561","$6,526,377"
9,"Aug 9, 2019","Jul 27, 2019",Lie huo ying xiong,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,$0,150,150,"$110,375","$290,217","$290,533","$244,889,313","$245,179,530"
10,"Sep 17, 2019","May 24, 2019",Promare,GKIDS,Adventure,Original Screenplay,Digital Animation,Science Fiction,$0,31,701,"$109,085","$2,528,913","$2,531,397","$10,307,075","$12,835,988"
