Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"May 6, 2022","May 4, 2022",Doctor Strange in the Multiverse of M…,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$200,000,000","4,534","4,534","$187,420,998","$411,331,607","$411,331,607","$540,893,379","$952,224,986"
2,"Nov 11, 2022","Nov 9, 2022",Black Panther: Wakanda Forever,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,$0,"4,396","4,396","$181,339,761","$453,829,060","$453,829,060","$400,215,346","$854,044,406"
3,"Jun 10, 2022","Jun 1, 2022",Jurassic World: Dominion,Universal,Action,Original Screenplay,Live Action,Science Fiction,"$165,000,000","4,676","4,697","$145,075,625","$376,851,080","$376,851,081","$626,924,552","$1,003,775,632"
4,"Jul 8, 2022","Jul 1, 2022",Thor: Love and Thunder,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$250,000,000","4,375","4,375","$144,165,107","$343,256,830","$343,256,830","$417,671,251","$760,928,081"
5,"Dec 16, 2022","Dec 9, 2022",Avatar: The Way of Water,20th Century Studios,Action,Original Screenplay,Animation/Live Action,Science Fiction,"$460,000,000","4,202","4,340","$134,100,226","$676,694,154","$676,694,154","$1,613,615,728","$2,290,309,882"
6,"Mar 1, 2022","Mar 1, 2022",The Batman,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$200,000,000","4,417","4,417","$134,008,624","$369,345,583","$369,345,583","$398,134,373","$767,479,956"
7,"May 27, 2022","May 20, 2022",Top Gun: Maverick,Paramount Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$170,000,000","4,735","4,751","$126,707,459","$718,732,821","$718,732,821","$763,009,114","$1,481,741,935"
8,"Jul 1, 2022","Jun 16, 2022",Minions: The Rise of Gru,Universal,Comedy,Spin-Off,Digital Animation,Kids Fiction,"$80,000,000","4,391","4,427","$107,010,140","$369,695,210","$369,695,210","$570,757,065","$940,452,275"
9,"Apr 8, 2022","Mar 30, 2022",Sonic the Hedgehog 2,Paramount Pictures,Adventure,Based on Game,Animation/Live Action,Kids Fiction,"$90,000,000","4,234","4,258","$72,105,176","$190,872,904","$190,872,908","$211,535,093","$402,407,997"
10,"Oct 21, 2022","Oct 19, 2022",Black Adam,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$200,000,000","4,402","4,402","$67,004,323","$168,152,111","$168,152,111","$223,109,595","$391,261,706"
11,"Jun 17, 2022","Jun 15, 2022",Lightyear,Walt Disney,Adventure,Spin-Off,Digital Animation,Kids Fiction,"$200,000,000","4,255","4,255","$50,577,961","$118,307,188","$118,307,188","$100,461,111","$218,768,299"
12,"Jul 22, 2022","Jul 21, 2022",Nope,Universal,Horror,Original Screenplay,Live Action,Science Fiction,"$68,000,000","3,785","3,807","$44,366,910","$123,277,080","$123,277,080","$47,894,948","$171,172,028"
13,"Feb 18, 2022","Feb 10, 2022",Uncharted,Sony Pictures,Adventure,Based on Game,Live Action,Contemporary Fiction,"$120,000,000","4,275","4,275","$44,010,155","$148,648,820","$148,648,820","$252,041,094","$400,689,914"
14,"Apr 15, 2022","Apr 6, 2022",Fantastic Beasts: The Secrets of Dumb…,Warner Bros.,Adventure,Spin-Off,Live Action,Fantasy,"$200,000,000","4,208","4,245","$42,151,256","$95,850,844","$95,850,846","$308,709,301","$404,560,145"
15,"Oct 14, 2022","Oct 12, 2022",Halloween Ends,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000","3,901","3,901","$40,050,355","$64,079,860","$64,079,860","$40,936,498","$105,016,358"
16,"Apr 1, 2022","Mar 30, 2022",Morbius,Sony Pictures,Action,Spin-Off,Live Action,Super Hero,"$75,000,000","4,268","4,268","$39,005,895","$73,865,530","$73,865,533","$88,893,907","$162,759,437"
