Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Nov 21, 2014","Nov 19, 2014",The Hunger Games: Mockingjay - Part 1,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$125,000,000","4,151","4,151","$121,897,634","$337,135,885","$377,937,066","$429,439,246","$766,575,131"
2,"Jun 27, 2014","Jun 25, 2014",Transformers: Age of Extinction,Paramount Pictures,Action,Based on TV,Animation/Live Action,Science Fiction,"$210,000,000","4,233","4,233","$100,038,390","$245,439,076","$275,480,573","$858,614,996","$1,104,054,072"
3,"Apr 4, 2014","Mar 28, 2014",Captain America: The Winter Soldier,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$170,000,000","3,938","3,938","$95,023,721","$259,746,958","$291,539,728","$454,654,931","$714,401,889"
4,"Aug 1, 2014","Jul 31, 2014",Guardians of the Galaxy,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$170,000,000","4,080","4,088","$94,320,883","$333,714,112","$374,489,990","$437,168,283","$770,882,395"
5,"May 16, 2014","May 14, 2014",Godzilla,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,"$160,000,000","3,952","3,952","$93,188,384","$200,676,069","$225,238,620","$328,400,000","$529,076,069"
6,"May 2, 2014","Apr 16, 2014",The Amazing Spider-Man 2,Sony Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$200,000,000","4,324","4,324","$91,608,337","$202,853,933","$227,683,049","$506,142,403","$708,996,336"
7,"May 23, 2014","May 21, 2014",X-Men: Days of Future Past,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$200,000,000","3,996","4,001","$90,823,660","$233,921,534","$262,553,294","$513,941,241","$747,862,775"
8,"Jul 11, 2014","Jul 9, 2014",Dawn of the Planet of the Apes,20th Century Fox,Adventure,Remake,Animation/Live Action,Science Fiction,"$170,000,000","3,967","3,969","$72,611,427","$208,545,589","$234,071,357","$502,098,977","$710,644,566"
9,"May 30, 2014","May 28, 2014",Maleficent,Walt Disney,Adventure,Spin-Off,Live Action,Fantasy,"$180,000,000","3,948","3,948","$69,431,298","$241,407,328","$270,955,343","$517,129,407","$758,536,735"
10,"Feb 7, 2014","Feb 6, 2014",The Lego Movie,Warner Bros.,Adventure,Based on Toy,Digital Animation,Kids Fiction,"$60,000,000","3,775","3,890","$69,050,279","$257,784,718","$289,337,314","$210,300,000","$468,084,718"
11,"Aug 8, 2014","Aug 8, 2014",Teenage Mutant Ninja Turtles,Paramount Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$125,000,000","3,845","3,980","$65,575,105","$191,204,754","$214,608,023","$293,800,000","$485,004,754"
12,"Jun 13, 2014","Jun 5, 2014",22 Jump Street,Sony Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,"$50,000,000","3,306","3,426","$57,071,445","$191,719,337","$215,185,595","$139,614,539","$331,333,876"
13,"Nov 7, 2014","Oct 25, 2014",Big Hero 6,Walt Disney,Adventure,Original Screenplay,Digital Animation,Super Hero,"$165,000,000","3,761","3,773","$56,215,889","$222,527,828","$249,373,116","$425,887,196","$648,415,024"
14,"Dec 17, 2014","Dec 10, 2014",The Hobbit: The Battle of the Five Ar…,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$250,000,000","3,875","3,875","$54,724,334","$255,119,788","$285,151,274","$685,203,251","$940,323,039"
15,"Mar 21, 2014","Mar 21, 2014",Divergent,Lionsgate,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$85,000,000","3,936","3,936","$54,607,747","$150,947,895","$169,423,765","$125,067,070","$276,014,965"
16,"Jun 13, 2014","Jun 5, 2014",How to Train Your Dragon 2,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Fantasy,"$145,000,000","4,253","4,268","$49,451,322","$177,002,924","$198,667,903","$437,583,346","$614,586,270"
17,"May 9, 2014","May 9, 2014",Neighbors,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000","3,279","3,311","$49,033,915","$150,086,800","$168,457,274","$120,857,628","$270,944,428"
18,"Jun 6, 2014","Jun 4, 2014",The Fault in Our Stars,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$12,000,000","3,173","3,340","$48,002,523","$124,872,350","$140,156,600","$182,294,484","$307,166,834"
19,"Nov 5, 2014","Nov 5, 2014",Interstellar,Paramount Pictures,Adventure,Original Screenplay,Live Action,Science Fiction,"$165,000,000","3,561","3,561","$47,510,360","$188,017,894","$210,850,533","$460,064,761","$648,082,655"
20,"Mar 7, 2014","Mar 7, 2014",300: Rise of an Empire,Warner Bros.,Action,Based on Comic/Graphic Novel,Animation/Live Action,Historical Fiction,"$110,000,000","3,470","3,490","$45,038,460","$106,580,051","$119,625,337","$224,200,000","$330,780,051"
21,"Jul 25, 2014","Jul 25, 2014",Lucy,Universal,Action,Original Screenplay,Live Action,Science Fiction,"$40,000,000","3,173","3,202","$43,899,340","$126,573,960","$142,066,482","$330,933,816","$457,507,776"
22,"Mar 28, 2014","Mar 27, 2014",Noah,Paramount Pictures,Drama,Based on Religious Text,Live Action,Historical Fiction,"$130,000,000","3,567","3,571","$43,720,472","$101,200,044","$113,586,828","$251,631,021","$352,831,065"
