Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Nov 20, 2009","Nov 19, 2009",The Twilight Saga: New Moon,Summit Entertainment,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,"$50,000,000","4,024","4,124","$142,839,137","$296,623,634","$362,147,912","$390,934,093","$687,557,727"
2,"Jun 24, 2009","Jun 24, 2009",Transformers: Revenge of the Fallen,Paramount Pictures,Action,Based on TV,Animation/Live Action,Science Fiction,"$210,000,000","4,234","4,293","$108,966,307","$402,111,870","$491,648,780","$434,407,829","$836,519,699"
3,"May 1, 2009","May 1, 2009",X-Men Origins: Wolverine,20th Century Fox,Action,Spin-Off,Live Action,Super Hero,"$150,000,000","4,099","4,102","$85,058,003","$179,883,157","$219,937,141","$194,942,603","$374,825,760"
4,"May 8, 2009","May 8, 2009",Star Trek,Paramount Pictures,Adventure,Based on TV,Live Action,Science Fiction,"$140,000,000","3,849","4,053","$79,204,289","$257,730,019","$315,117,908","$129,109,595","$386,839,614"
5,"Jul 15, 2009","Jul 15, 2009",Harry Potter and the Half-Blood Prince,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$250,000,000","4,325","4,455","$77,835,727","$302,089,278","$369,195,442","$627,321,791","$929,411,069"
6,"Dec 18, 2009","Dec 17, 2009",Avatar,20th Century Fox,Action,Original Screenplay,Animation/Live Action,Science Fiction,"$237,000,000","3,452","3,461","$77,025,481","$785,221,649","$929,879,724","$2,138,484,377","$2,923,706,026"
7,"Apr 3, 2009","Apr 2, 2009",Fast & Furious,Universal,Action,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$85,000,000","3,461","3,674","$70,950,500","$155,064,265","$189,591,905","$204,283,568","$359,347,833"
8,"May 29, 2009","May 28, 2009",Up,Walt Disney,Adventure,Original Screenplay,Digital Animation,Contemporary Fiction,"$175,000,000","3,766","3,886","$68,108,790","$293,004,164","$358,246,426","$438,459,213","$731,463,377"
9,"Nov 13, 2009","Nov 12, 2009",2012,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,"$200,000,000","3,404","3,444","$65,237,614","$166,112,167","$202,938,446","$591,565,581","$757,677,748"
10,"Dec 25, 2009","Dec 25, 2009",Sherlock Holmes,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$90,000,000","3,626","3,626","$62,304,277","$209,028,679","$251,322,951","$289,409,533","$498,438,212"
11,"Mar 27, 2009","Mar 27, 2009",Monsters vs. Aliens,Paramount Pictures,Adventure,Based on Comic/Graphic Novel,Digital Animation,Kids Fiction,"$175,000,000","4,104","4,136","$59,321,095","$198,351,526","$242,517,798","$183,335,854","$381,687,380"
12,"Mar 6, 2009","Mar 6, 2009",Watchmen,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$138,000,000","3,611","3,611","$55,214,334","$107,509,799","$131,448,649","$79,466,451","$186,976,250"
13,"Aug 7, 2009","Aug 7, 2009",G.I. Joe: The Rise of Cobra,Paramount Pictures,Action,Based on Toy,Animation/Live Action,Contemporary Fiction,"$175,000,000","4,007","4,007","$54,713,046","$150,201,498","$183,646,361","$152,267,519","$302,469,017"
14,"May 22, 2009","May 22, 2009",Night at the Museum: Battle of the Sm…,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,"$150,000,000","4,096","4,101","$54,173,286","$177,243,721","$216,709,988","$224,987,342","$402,231,063"
15,"Dec 23, 2009","Dec 23, 2009",Alvin and the Chipmunks: The Squeakquel,20th Century Fox,Adventure,Based on TV,Animation/Live Action,Kids Fiction,"$70,000,000","3,700","3,747","$48,875,415","$219,614,612","$264,665,833","$223,868,601","$443,483,213"
16,"May 15, 2009","May 15, 2009",Angels & Demons,Sony Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$150,000,000","3,527","3,527","$46,204,168","$133,375,846","$163,074,200","$357,500,000","$490,875,846"
17,"Jun 5, 2009","Jun 5, 2009",The Hangover,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000","3,269","3,545","$44,979,319","$277,322,503","$339,072,983","$188,165,080","$465,487,583"
18,"May 21, 2009","May 21, 2009",Terminator Salvation,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,"$200,000,000","3,530","3,602","$42,558,390","$125,322,469","$153,227,610","$240,169,323","$365,491,792"
19,"Jul 1, 2009","Jul 1, 2009",Ice Age: Dawn of the Dinosaurs,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$90,000,000","4,099","4,102","$41,690,382","$196,573,705","$240,344,114","$690,113,112","$886,686,817"
20,"Feb 20, 2009","Feb 20, 2009",Madea Goes To Jail,Lionsgate,Comedy,Based on Play,Live Action,Contemporary Fiction,"$17,500,000","2,032","2,203","$41,030,947","$90,508,336","$110,661,524",$0,"$90,508,336"
21,"Feb 13, 2009","Feb 13, 2009",Friday the 13th,Warner Bros.,Horror,Remake,Live Action,Fantasy,"$17,000,000","3,105","3,105","$40,570,365","$65,002,019","$79,475,803","$27,668,218","$92,670,237"
22,"Aug 21, 2009","Aug 21, 2009",Inglourious Basterds,Weinstein Co.,Action,Original Screenplay,Live Action,Historical Fiction,"$70,000,000","3,165","3,358","$38,054,676","$120,774,594","$147,667,068","$196,027,687","$316,802,281"
