Opening Weekend Rank,Released,Worldwide Release,Title,"Theatrical
Distributor",Genre,Source,"Production
Method","Creative
Type","Production
Budget","Opening Weekend
Theaters","Maximum
Theaters","Opening Weekend
Revenue","Domestic
Box Office","Infl. Adj. Dom.
Box Office","International
Box Office","Worldwide
Box Office"
1,"Mar 3, 2017","Mar 3, 2017",Before I Fall,Open Road,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$5,000,000","2,346","2,346","$4,690,214","$12,241,072","$12,514,006","$6,704,610","$18,945,682"
2,"Aug 11, 2017","Aug 11, 2017",The Glass Castle,Lionsgate,Drama,Based on Factual Book/Article,Live Action,Dramatization,$0,"1,461","1,461","$4,678,548","$17,273,059","$17,658,183","$4,807,990","$22,081,049"
3,"Feb 17, 2017","Feb 2, 2017",A Cure for Wellness,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,$0,"2,704","2,704","$4,356,941","$8,106,986","$8,287,745","$16,349,994","$24,456,980"
4,"Mar 17, 2017","Mar 17, 2017",The Belko Experiment,BH Tilt,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000","1,341","1,341","$4,137,230","$10,166,820","$10,393,498","$1,626,122","$11,792,942"
5,"Apr 21, 2017","Apr 21, 2017",The Promise,Open Road,Drama,Original Screenplay,Live Action,Historical Fiction,"$90,000,000","2,251","2,251","$4,095,718","$8,224,288","$8,407,652","$2,327,129","$10,551,417"
6,"Apr 7, 2017","Apr 7, 2017",The Case for Christ,Pure Flix Entertainment,Drama,Based on Real Life Events,Live Action,Dramatization,"$3,000,000","1,174","1,386","$3,967,885","$14,678,714","$15,005,990","$3,288,046","$17,966,760"
7,"Oct 27, 2017","Oct 27, 2017",Thank You for Your Service,Universal,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$20,000,000","2,054","2,083","$3,817,700","$9,479,390","$9,690,746","$505,926","$9,985,316"
8,"Jun 9, 2017","Jun 9, 2017",Megan Leavey,Bleecker Street,Drama,Based on Real Life Events,Live Action,Dramatization,$0,"1,956","1,956","$3,810,867","$13,406,304","$13,705,216","$1,058,534","$14,464,838"
9,"Feb 3, 2017","Jan 4, 2017",The Space Between Us,STX Entertainment,Drama,Original Screenplay,Live Action,Science Fiction,"$30,000,000","2,812","2,812","$3,775,596","$7,885,294","$8,061,109","$8,596,111","$16,481,405"
10,"Feb 24, 2017","Jul 2, 2016",Rock Dog,Lionsgate,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$60,000,000","2,077","2,077","$3,704,749","$9,420,546","$9,630,591","$14,727,942","$24,148,488"
11,"Jan 27, 2017","Jan 27, 2017",Gold,Weinstein Co.,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,"2,166","2,166","$3,471,316","$7,227,038","$7,388,177","$4,951,070","$12,178,108"
12,"Jan 20, 2017","Nov 25, 2016",The Founder,Weinstein Co.,Drama,Based on Real Life Events,Live Action,Dramatization,"$15,000,000","1,115","1,115","$3,404,102","$12,786,053","$13,071,138","$11,617,139","$24,403,192"
13,"Oct 20, 2017","Oct 11, 2017",The Snowman,Universal,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$35,000,000","1,812","1,815","$3,372,565","$6,670,765","$6,819,500","$36,493,914","$43,164,679"
14,"Mar 31, 2017","Mar 24, 2017",The Zookeeperâ€™s Wife,Focus Features,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$20,000,000",541,"1,057","$3,288,835","$17,445,186","$17,834,146","$8,863,563","$26,308,749"
15,"Dec 22, 2017","Dec 22, 2017",Father Figures,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000","2,902","2,902","$3,287,451","$17,501,244","$17,818,942","$3,537,197","$21,038,441"
16,"Dec 8, 2017","Dec 8, 2017",Just Getting Started,Broad Green Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$22,000,000","2,161","2,161","$3,201,459","$6,069,605","$6,204,413","$686,807","$6,756,412"
17,"Oct 13, 2017","Oct 13, 2017",Marshall,Open Road,Drama,Based on Real Life Events,Live Action,Dramatization,"$12,000,000",821,821,"$3,000,805","$10,051,659","$10,266,613","$65,157","$10,116,816"
18,"Oct 27, 2017","Oct 27, 2017",Suburbicon,Paramount Pictures,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,"2,046","2,046","$2,840,246","$5,775,178","$5,903,939","$6,246,328","$12,021,506"
19,"Aug 25, 2017","Aug 25, 2017",Birth of the Dragon,BH Tilt,Action,Based on Real Life Events,Live Action,Historical Fiction,"$31,000,000","1,618","1,633","$2,702,430","$6,901,965","$7,055,847","$318,525","$7,220,490"
20,"Aug 26, 2017","Aug 25, 2017",Mayweather vs. McGregor,Fathom Events,Concert/Performance,Based on Real Life Events,Live Action,Factual,$0,532,532,"$2,620,183","$2,620,183","$2,678,603","$629,836","$3,250,019"
21,"Oct 20, 2017","Oct 20, 2017",Same Kind of Different as Me,Pure Flix Entertainment,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$6,500,000","1,362","1,362","$2,591,985","$6,423,605","$6,566,362","$45,059","$6,468,664"
22,"May 12, 2017","Apr 28, 2017",Lowriders,BH Tilt,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$916,000",295,365,"$2,403,885","$6,179,955","$6,317,745","$8,466","$6,188,421"
23,"Dec 25, 2017","Dec 22, 2017",Mollyâ€™s Game,STX Entertainment,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$30,000,000",271,"1,708","$2,349,967","$28,780,744","$29,054,778","$24,515,680","$53,296,424"
24,"Sep 22, 2017","Jan 7, 2016",Friend Request,Entertainment Studios Motion Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$9,900,000","2,573","2,573","$2,002,863","$3,759,078","$3,842,890","$7,551,757","$11,310,835"
25,"Apr 21, 2017","Apr 21, 2017",Phoenix Forgotten,Entertainment Studios Motion Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$2,800,000","1,633","1,633","$1,816,499","$3,600,146","$3,680,416","$97,583","$3,697,729"
26,"Jan 25, 2017","Jan 25, 2017",Raees,Zee Studios,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,256,256,"$1,798,379","$2,369,469","$2,422,292","$3,059,539","$5,429,008"
27,"Dec 22, 2017","Dec 22, 2017",Tiger Zinda Hai,Yash Raj Films,Action,Original Screenplay,Live Action,Contemporary Fiction,$0,299,299,"$1,787,108","$5,560,921","$5,669,362","$70,959,455","$76,520,376"
28,"Oct 27, 2017","Oct 27, 2017",Let There Be Light,Atlas Distribution,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$3,000,000",373,774,"$1,729,535","$7,233,471","$7,394,367","$7,838","$7,241,309"
29,"Apr 28, 2017","Apr 28, 2017",Sleight,High Top Releasing,Action,Original Screenplay,Live Action,Science Fiction,"$250,000",565,591,"$1,701,785","$3,930,990","$4,018,633","$3,460","$3,934,450"
30,"Mar 24, 2017","Mar 24, 2017",Slamma Jamma,Riverrain,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,502,502,"$1,687,000","$1,687,000","$1,724,611",$0,"$1,687,000"
31,"Apr 7, 2017","Aug 26, 2016",Kimi no na wa,FUNimation,Drama,Original Screenplay,Digital Animation,Fantasy,$0,292,292,"$1,637,510","$5,000,181","$5,111,661","$344,863,677","$349,863,858"
32,"Sep 22, 2017","Sep 22, 2017",Stronger,Roadside Attractions,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$30,000,000",574,645,"$1,611,040","$4,211,129","$4,305,022","$4,575,158","$8,786,287"
33,"Mar 3, 2017","Mar 3, 2017",Table 19,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000",868,868,"$1,597,928","$3,614,896","$3,695,492","$1,005,503","$4,620,399"
34,"Sep 29, 2017","Sep 29, 2017",Til Death Do Us Part,Novus Content,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,$0,562,562,"$1,527,289","$3,424,454","$3,500,803",$0,"$3,424,454"
35,"Aug 25, 2017","Aug 23, 2017",All Saints,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,"$2,000,000",846,846,"$1,514,278","$5,802,208","$5,931,578","$144,572","$5,946,780"
36,"Feb 24, 2017","Aug 26, 2016",Collide,Open Road,Action,Original Screenplay,Live Action,Contemporary Fiction,"$29,200,000","2,045","2,045","$1,512,824","$2,280,004","$2,330,840","$3,186,694","$5,466,698"
37,"Jun 16, 2017","Jun 16, 2017",The Book of Henry,Focus Features,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,579,650,"$1,424,540","$4,288,104","$4,383,709","$91,801","$4,379,905"
38,"Nov 22, 2017","Nov 17, 2017",The Man Who Invented Christmas,Bleecker Street,Adventure,Based on Real Life Events,Live Action,Dramatization,$0,626,720,"$1,357,129","$5,676,110","$5,801,080","$2,882,583","$8,558,693"
39,"Aug 4, 2017","Aug 4, 2017",Jab Harry Met Sejal,Red Chillies Entertainment,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,280,280,"$1,284,740","$1,284,740","$1,313,382","$9,891,804","$11,176,544"
40,"Dec 1, 2017","Dec 1, 2017",The Disaster Artist,A24,Comedy,Based on Factual Book/Article,Live Action,Dramatization,"$10,000,000",19,"1,010","$1,211,345","$21,120,616","$21,540,330","$7,597,051","$28,717,667"
41,"Jan 20, 2017","Jan 20, 2017",The Resurrection of Gavin Stone,High Top Releasing,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$2,000,000",890,890,"$1,206,771","$2,303,792","$2,355,149",$0,"$2,303,792"
42,"Sep 1, 2017","Aug 11, 2017",Hazlo Como Hombre,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,382,382,"$1,174,484","$2,534,252","$2,590,754","$10,984,231","$13,518,483"
43,"Sep 1, 2017","Aug 25, 2017",Tulip Fever,Weinstein Co.,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$25,000,000",765,772,"$1,158,017","$2,455,635","$2,510,388","$4,337,133","$6,792,768"
44,"Sep 1, 2017","Sep 1, 2017",Inhumans,,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,$0,393,393,"$1,135,440","$1,521,787","$1,555,709","$1,099,867","$2,621,654"
45,"Nov 3, 2017","Nov 3, 2017",LBJ,Electric Entertainment,Drama,Based on Real Life Events,Live Action,Dramatization,"$20,000,000",659,659,"$1,110,565","$2,468,683","$2,523,722","$38,498","$2,507,181"
46,"Feb 3, 2017","Feb 3, 2017",The Comedian,Sony Pictures Classics,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000",848,848,"$1,100,000","$1,658,706","$1,695,689",$0,"$1,658,706"
47,"Sep 29, 2017","Sep 29, 2017",A Question of Faith,Pure Flix Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0,661,661,"$1,025,489","$2,587,072","$2,644,747",$0,"$2,587,072"
48,"Oct 20, 2017","Oct 20, 2017",Golmaal Again,Reliance Entertainment,Musical,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0,267,267,"$1,013,893","$1,013,893","$1,036,494","$32,982,370","$33,996,263"
49,"Apr 21, 2017","Mar 31, 2017",Free Fire,A24,Action,Original Screenplay,Live Action,Historical Fiction,"$10,000,000","1,070","1,070","$994,430","$1,799,322","$1,839,438","$1,994,417","$3,793,739"
50,"Jan 27, 2017","Dec 21, 2016",Un Padre No Tan Padre,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0,312,312,"$978,894","$2,156,047","$2,204,110","$3,945,457","$6,101,504"
51,"Jun 9, 2017","Jun 9, 2017",My Cousin Rachel,Fox Searchlight,Drama,Remake,Live Action,Contemporary Fiction,$0,523,531,"$969,941","$2,716,368","$2,776,933","$7,116,924","$9,833,292"
52,"Jun 23, 2017","Jun 23, 2017",Tubelight,Yash Raj Films,Adventure,Based on Movie,Live Action,Contemporary Fiction,$0,338,338,"$930,058","$930,058","$950,791","$19,630,866","$20,560,924"
